candidate sequence ID	candidate nucleotide count	errors	template ID	BLAST percent identity to template	candidate nucleotide count post-NAST
New.CleanUp.ReferenceOTU1565 WT.unt.2_61249	294		522549	91.50	294
New.CleanUp.ReferenceOTU157 WT.day3.15_30780	244		559954	91.80	244
New.CleanUp.ReferenceOTU1575 WT.unt.1_53580	294		182893	91.20	294
New.CleanUp.ReferenceOTU1576 WT.unt.4_74805	294		16272	88.80	294
New.CleanUp.ReferenceOTU1578 WT.unt.7_82937	285		4466474	90.50	285
New.CleanUp.ReferenceOTU1580 WT.unt.3_68447	294		182893	91.50	294
New.CleanUp.ReferenceOTU1583 WT.day3.11_2415	244		183870	88.50	244
New.CleanUp.ReferenceOTU1585 WT.unt.4_75359	294		267411	93.50	294
New.CleanUp.ReferenceOTU1586 WT.unt.2_57786	265		529442	92.10	265
New.CleanUp.ReferenceOTU1587 WT.unt.3_68688	294		688883	90.10	294
New.CleanUp.ReferenceOTU1591 WT.day3.9_40754	244		183870	92.60	244
New.CleanUp.ReferenceOTU1601 WT.unt.4_81654	239		234298	92.10	239
New.CleanUp.ReferenceOTU1602 WT.unt.2_54823	293		522863	94.20	293
New.CleanUp.ReferenceOTU1608 WT.unt.7_85322	294		51677	96.30	294
New.CleanUp.ReferenceOTU161 WT.day3.11_2658	244		183870	91.00	244
New.CleanUp.ReferenceOTU1611 WT.unt.7_82022	262		529506	94.30	262
New.CleanUp.ReferenceOTU1615 WT.unt.4_75226	294		161571	84.40	294
New.CleanUp.ReferenceOTU1616 WT.day3.11_1004	244		1146188	87.70	244
New.CleanUp.ReferenceOTU1618 WT.day3.11_5018	244		183870	94.70	244
New.CleanUp.ReferenceOTU162 WT.unt.3_69772	254		161571	88.60	254
New.CleanUp.ReferenceOTU1621 WT.unt.7_86037	294		161571	91.50	294
New.CleanUp.ReferenceOTU1623 WT.day3.9_45548	244		171617	90.20	244
New.CleanUp.ReferenceOTU1624 WT.unt.3_68066	232		522549	89.70	232
New.CleanUp.ReferenceOTU1627 WT.unt.2_58211	294		4466474	86.40	294
New.CleanUp.ReferenceOTU1634 WT.unt.4_73213	293		529506	93.50	293
New.CleanUp.ReferenceOTU1638 WT.unt.4_80622	294		529442	89.10	294
New.CleanUp.ReferenceOTU1639 WT.unt.7_88945	294		159007	95.90	294
New.CleanUp.ReferenceOTU1643 WT.unt.1_48538	293		529506	94.50	293
New.CleanUp.ReferenceOTU1644 WT.unt.1_51354	294		185258	93.50	294
New.CleanUp.ReferenceOTU1647 WT.unt.7_84981	294		185258	95.60	294
New.CleanUp.ReferenceOTU1656 WT.unt.4_77112	260		529506	93.80	260
New.CleanUp.ReferenceOTU1659 WT.day3.13_10708	244		298161	91.00	244
New.CleanUp.ReferenceOTU1660 WT.unt.2_58036	294		529442	91.20	294
New.CleanUp.ReferenceOTU1665 WT.unt.4_74379	293		640998	95.90	293
New.CleanUp.ReferenceOTU1670 WT.unt.2_62626	294		522863	93.20	294
New.CleanUp.ReferenceOTU1673 WT.day3.15_28815	244		299599	91.00	244
New.CleanUp.ReferenceOTU1679 WT.unt.3_66828	294		351478	90.80	294
New.CleanUp.ReferenceOTU1680 WT.unt.7_89936	286		182893	89.50	286
New.CleanUp.ReferenceOTU1681 WT.unt.7_88758	272		182893	90.10	272
New.CleanUp.ReferenceOTU1685 WT.day3.14_19668	257		559954	94.20	257
New.CleanUp.ReferenceOTU1686 WT.unt.7_86963	294		51677	96.60	294
New.CleanUp.ReferenceOTU1692 WT.unt.7_88998	294		161571	92.20	294
New.CleanUp.ReferenceOTU1696 WT.unt.7_88990	255		271544	90.60	255
New.CleanUp.ReferenceOTU1697 WT.day3.14_23163	294		267007	94.20	294
New.CleanUp.ReferenceOTU1698 WT.unt.7_81908	294		161571	89.50	294
New.CleanUp.ReferenceOTU17 WT.unt.4_72737	294		522863	94.20	294
New.CleanUp.ReferenceOTU1702 WT.unt.3_70198	281		306695	88.30	281
New.CleanUp.ReferenceOTU1705 WT.unt.7_90772	294		351478	90.10	294
New.CleanUp.ReferenceOTU1708 WT.unt.4_77483	294		192701	92.90	294
New.CleanUp.ReferenceOTU1710 WT.unt.2_61622	268		161571	88.40	268
New.CleanUp.ReferenceOTU1714 WT.unt.2_55209	294		185258	93.20	294
New.CleanUp.ReferenceOTU1719 WT.unt.7_88501	293		529506	96.20	293
New.CleanUp.ReferenceOTU172 WT.unt.7_85002	294		161571	85.40	294
New.CleanUp.ReferenceOTU1720 WT.day3.14_18829	245		306695	89.00	245
New.CleanUp.ReferenceOTU1728 WT.unt.4_81168	294		181532	88.10	294
New.CleanUp.ReferenceOTU1729 WT.unt.2_59654	294		310215	90.50	294
New.CleanUp.ReferenceOTU1733 WT.day3.14_21613	245		529442	91.80	245
New.CleanUp.ReferenceOTU174 WT.unt.3_67464	293		518033	85.30	293
New.CleanUp.ReferenceOTU1742 WT.unt.1_45824	294		511724	87.10	294
New.CleanUp.ReferenceOTU1747 WT.unt.2_57550	294		522863	93.90	294
New.CleanUp.ReferenceOTU1749 WT.unt.2_57553	294		267007	93.90	294
New.CleanUp.ReferenceOTU1751 WT.unt.2_60675	294		522549	91.50	294
New.CleanUp.ReferenceOTU1754 WT.unt.7_84200	294		341023	91.80	294
New.CleanUp.ReferenceOTU1755 WT.unt.1_53594	294		522549	87.10	294
New.CleanUp.ReferenceOTU1757 WT.day3.11_1970	244		529442	89.30	244
New.CleanUp.ReferenceOTU1758 WT.day3.11_23	244		529442	94.70	244
New.CleanUp.ReferenceOTU1760 WT.unt.3_66786	294		182893	90.80	294
New.CleanUp.ReferenceOTU1765 WT.unt.1_47012	294		161571	86.10	294
New.CleanUp.ReferenceOTU1766 WT.unt.3_66768	294		522549	91.20	294
New.CleanUp.ReferenceOTU1768 WT.unt.3_66492	294		161571	84.70	294
New.CleanUp.ReferenceOTU177 WT.unt.7_85437	294		3302038	90.50	294
New.CleanUp.ReferenceOTU179 WT.unt.1_52907	293		518033	86.00	293
New.CleanUp.ReferenceOTU1805 WT.unt.4_73775	294		3302038	93.90	294
New.CleanUp.ReferenceOTU1806 WT.unt.4_73778	271		263546	90.00	271
New.CleanUp.ReferenceOTU1809 WT.unt.7_83252	294		161571	90.10	294
New.CleanUp.ReferenceOTU1812 WT.unt.2_55785	294		182893	90.50	294
New.CleanUp.ReferenceOTU1822 WT.unt.3_66360	294		161571	87.10	294
New.CleanUp.ReferenceOTU1825 WT.unt.4_76455	294		522549	87.40	294
New.CleanUp.ReferenceOTU1828 WT.unt.2_63234	294		529442	88.40	294
New.CleanUp.ReferenceOTU1829 WT.unt.3_68267	267		522863	97.00	267
New.CleanUp.ReferenceOTU183 WT.unt.2_55739	242		529442	92.10	242
New.CleanUp.ReferenceOTU1833 WT.unt.4_78386	294		182893	90.50	294
New.CleanUp.ReferenceOTU1836 WT.unt.3_64542	282		522863	96.10	282
New.CleanUp.ReferenceOTU1837 WT.day3.11_6855	244		325539	94.30	244
New.CleanUp.ReferenceOTU1846 WT.unt.7_89922	251		182893	90.80	251
New.CleanUp.ReferenceOTU185 WT.unt.7_83770	293		271544	94.90	293
New.CleanUp.ReferenceOTU1850 WT.day3.15_29246	244		559954	90.60	244
New.CleanUp.ReferenceOTU1852 WT.unt.2_63340	294		529442	89.10	294
New.CleanUp.ReferenceOTU1853 WT.unt.2_62298	294		185258	94.60	294
New.CleanUp.ReferenceOTU1856 WT.unt.1_49281	294		522549	91.50	294
New.CleanUp.ReferenceOTU1857 WT.unt.4_73956	290		512191	93.40	290
New.CleanUp.ReferenceOTU1860 WT.unt.4_78565	294		110660	86.10	294
New.CleanUp.ReferenceOTU1862 WT.unt.7_89817	294		148219	89.10	294
New.CleanUp.ReferenceOTU1864 WT.unt.3_71103	270		512191	94.40	270
New.CleanUp.ReferenceOTU1865 WT.day3.11_737	243		183870	90.50	243
New.CleanUp.ReferenceOTU1871 WT.unt.3_64327	294		4466474	90.10	294
New.CleanUp.ReferenceOTU1877 WT.day3.14_22590	244		194286	94.30	244
New.CleanUp.ReferenceOTU1882 WT.day3.14_19723	294		183870	93.50	294
New.CleanUp.ReferenceOTU1883 WT.unt.3_65123	286		185258	85.70	286
New.CleanUp.ReferenceOTU1888 WT.unt.2_55219	294		529442	89.10	294
New.CleanUp.ReferenceOTU189 WT.unt.2_58903	294		183870	89.10	294
New.CleanUp.ReferenceOTU1894 WT.unt.2_61089	272		4466474	92.30	272
New.CleanUp.ReferenceOTU1898 WT.unt.1_46933	294		522549	92.90	294
New.CleanUp.ReferenceOTU1899 WT.unt.1_53699	284		182893	90.50	284
New.CleanUp.ReferenceOTU190 WT.day3.15_34490	244		246387	89.30	244
New.CleanUp.ReferenceOTU1901 WT.unt.2_60841	294		233435	90.80	294
New.CleanUp.ReferenceOTU1902 WT.day3.11_1556	244		4358761	87.70	244
New.CleanUp.ReferenceOTU1910 WT.unt.2_61265	294		171617	90.80	294
New.CleanUp.ReferenceOTU1915 WT.unt.2_57545	294		522549	87.40	294
New.CleanUp.ReferenceOTU1916 WT.unt.2_59519	294		161571	89.50	294
New.CleanUp.ReferenceOTU1923 WT.unt.4_79765	294		522863	94.60	294
New.CleanUp.ReferenceOTU1930 WT.unt.1_46627	294		522863	94.90	294
New.CleanUp.ReferenceOTU1931 WT.day3.11_869	244		183870	88.50	244
New.CleanUp.ReferenceOTU1934 WT.unt.1_46152	294		171617	89.80	294
New.CleanUp.ReferenceOTU194 WT.unt.1_51243	294		182893	86.70	294
New.CleanUp.ReferenceOTU1943 WT.unt.2_60594	289		161571	87.20	289
New.CleanUp.ReferenceOTU1944 WT.unt.2_61463	294		542251	88.10	294
New.CleanUp.ReferenceOTU1945 WT.unt.3_66488	294		196984	84.00	294
New.CleanUp.ReferenceOTU195 WT.unt.3_69397	293		529506	95.60	293
New.CleanUp.ReferenceOTU1952 WT.unt.3_68799	294		182893	89.50	294
New.CleanUp.ReferenceOTU1959 WT.unt.1_52416	294		529506	93.20	294
New.CleanUp.ReferenceOTU196 WT.unt.3_69390	294		110660	96.90	294
New.CleanUp.ReferenceOTU1967 WT.unt.7_82265	293		529506	96.60	293
New.CleanUp.ReferenceOTU1972 WT.unt.2_54797	294		171617	91.20	294
New.CleanUp.ReferenceOTU1980 WT.unt.3_72112	294		95957	89.50	294
New.CleanUp.ReferenceOTU1990 WT.unt.2_63136	294		4466474	92.50	294
New.CleanUp.ReferenceOTU1993 WT.unt.2_59023	294		185258	96.90	294
New.CleanUp.ReferenceOTU1995 WT.day3.15_29499	244		161571	87.30	244
New.CleanUp.ReferenceOTU2004 WT.day3.9_38458	244		3882796	88.10	244
New.CleanUp.ReferenceOTU2009 WT.unt.4_77396	294		289569	96.90	294
New.CleanUp.ReferenceOTU201 WT.unt.7_89995	294		182893	91.80	294
New.CleanUp.ReferenceOTU2017 WT.unt.7_88687	294		182893	86.70	294
New.CleanUp.ReferenceOTU2023 WT.unt.1_47101	294		192701	89.10	294
New.CleanUp.ReferenceOTU2027 WT.day3.14_22102	294		161571	90.50	294
New.CleanUp.ReferenceOTU2030 WT.unt.4_78082	294		263546	95.90	294
New.CleanUp.ReferenceOTU2031 WT.unt.2_62322	294		529442	90.80	294
New.CleanUp.ReferenceOTU2033 WT.unt.4_80751	294		161571	87.10	294
New.CleanUp.ReferenceOTU2044 WT.unt.3_71114	294		233435	88.40	294
New.CleanUp.ReferenceOTU2047 WT.unt.3_65209	294		182893	92.20	294
New.CleanUp.ReferenceOTU2048 WT.unt.3_64331	294		4439488	87.40	294
New.CleanUp.ReferenceOTU2055 WT.day3.13_10902	244		306695	86.10	244
New.CleanUp.ReferenceOTU2060 WT.unt.4_79579	294		182893	92.50	294
New.CleanUp.ReferenceOTU2061 WT.unt.3_65848	294		161571	88.80	294
New.CleanUp.ReferenceOTU2064 WT.unt.7_87149	294		161571	91.80	294
New.CleanUp.ReferenceOTU2069 WT.unt.7_82442	294		522863	86.40	294
New.CleanUp.ReferenceOTU207 WT.unt.1_47627	294		157054	80.30	294
New.CleanUp.ReferenceOTU2071 WT.unt.3_72249	294		522863	89.10	294
New.CleanUp.ReferenceOTU2072 WT.unt.4_79113	294		182893	90.80	294
New.CleanUp.ReferenceOTU2074 WT.unt.2_56084	250		271544	95.60	250
New.CleanUp.ReferenceOTU2076 WT.day3.14_24195	294		194286	84.40	294
New.CleanUp.ReferenceOTU2077 WT.unt.1_53688	294		341023	91.80	294
New.CleanUp.ReferenceOTU208 WT.unt.1_47629	294		290002	88.80	294
New.CleanUp.ReferenceOTU2080 WT.unt.1_50797	281		310215	93.20	281
New.CleanUp.ReferenceOTU2088 WT.unt.4_79759	294		512191	89.50	294
New.CleanUp.ReferenceOTU2091 WT.day3.14_23259	293		559954	92.20	293
New.CleanUp.ReferenceOTU2093 WT.unt.2_59850	294		171617	91.50	294
New.CleanUp.ReferenceOTU2096 WT.unt.4_80835	294		512191	93.50	294
New.CleanUp.ReferenceOTU2098 WT.unt.2_57336	294		182893	90.10	294
New.CleanUp.ReferenceOTU2107 WT.day3.11_8461	244		261623	93.90	244
New.CleanUp.ReferenceOTU2111 WT.unt.1_46092	293		185258	98.30	293
New.CleanUp.ReferenceOTU2117 WT.unt.3_66347	294		161571	86.10	294
New.CleanUp.ReferenceOTU2120 WT.unt.2_57068	294		310215	91.20	294
New.CleanUp.ReferenceOTU2122 WT.unt.3_68520	294		522549	90.80	294
New.CleanUp.ReferenceOTU2134 WT.unt.4_75099	279		271544	98.60	279
New.CleanUp.ReferenceOTU2137 WT.unt.2_60036	294		522549	92.50	294
New.CleanUp.ReferenceOTU2138 WT.unt.2_61523	241	No search results.
New.CleanUp.ReferenceOTU2139 WT.day3.11_8113	190	No search results.
New.CleanUp.ReferenceOTU2143 WT.unt.3_71848	294		4466135	89.50	294
New.CleanUp.ReferenceOTU2148 WT.unt.4_80814	294		4466474	92.20	294
New.CleanUp.ReferenceOTU215 WT.unt.3_65241	289		233435	91.70	289
New.CleanUp.ReferenceOTU2152 WT.unt.3_67346	293		181717	94.20	293
New.CleanUp.ReferenceOTU2158 WT.day3.9_44359	244		4358761	93.00	244
New.CleanUp.ReferenceOTU2160 WT.unt.1_54569	294		185258	95.20	294
New.CleanUp.ReferenceOTU2165 WT.unt.2_58310	278		529442	88.50	278
New.CleanUp.ReferenceOTU2169 WT.unt.4_76476	293		529506	95.20	293
New.CleanUp.ReferenceOTU2174 WT.unt.2_55507	284		185258	93.00	284
New.CleanUp.ReferenceOTU2178 WT.unt.4_78364	294		309363	92.50	294
New.CleanUp.ReferenceOTU2181 WT.unt.1_47969	294		4439488	86.10	294
New.CleanUp.ReferenceOTU2190 WT.unt.3_72253	294		4348122	87.40	294
New.CleanUp.ReferenceOTU2192 WT.day3.15_32961	244		261623	89.80	244
New.CleanUp.ReferenceOTU2196 WT.unt.3_65217	294		159007	95.90	294
New.CleanUp.ReferenceOTU2199 WT.day3.14_22600	294		183870	92.90	294
New.CleanUp.ReferenceOTU2205 WT.unt.4_78163	255		161571	85.90	255
New.CleanUp.ReferenceOTU2219 WT.day3.14_23133	294		141661	91.80	294
New.CleanUp.ReferenceOTU2220 WT.unt.7_90700	294		522863	87.40	294
New.CleanUp.ReferenceOTU2229 WT.unt.3_65920	294		3302038	88.80	294
New.CleanUp.ReferenceOTU2231 WT.unt.7_86402	294		529442	89.50	294
New.CleanUp.ReferenceOTU2234 WT.unt.4_81758	294		161571	90.10	294
New.CleanUp.ReferenceOTU2235 WT.unt.4_74384	294		174924	91.20	294
New.CleanUp.ReferenceOTU2241 WT.day3.14_23399	294		161571	90.50	294
New.CleanUp.ReferenceOTU2242 WT.unt.7_88538	293		330118	98.00	293
New.CleanUp.ReferenceOTU2245 WT.day3.14_19362	294		233435	93.50	294
New.CleanUp.ReferenceOTU2247 WT.unt.2_56521	237		182420	96.60	237
New.CleanUp.ReferenceOTU2248 WT.unt.3_65074	294		51677	87.80	294
New.CleanUp.ReferenceOTU2256 WT.unt.7_84031	294		161571	89.80	294
New.CleanUp.ReferenceOTU2257 WT.unt.1_50657	294		161571	90.10	294
New.CleanUp.ReferenceOTU2258 WT.unt.1_45850	288		306695	91.00	288
New.CleanUp.ReferenceOTU2261 WT.unt.7_90030	254		182420	96.50	254
New.CleanUp.ReferenceOTU2269 WT.unt.3_69977	294		161571	87.80	294
New.CleanUp.ReferenceOTU227 WT.unt.1_48766	294		4466474	90.10	294
New.CleanUp.ReferenceOTU2276 WT.unt.3_63984	294		161571	85.70	294
New.CleanUp.ReferenceOTU2277 WT.unt.1_50270	280		522863	93.90	280
New.CleanUp.ReferenceOTU228 WT.unt.1_47938	294		522549	88.80	294
New.CleanUp.ReferenceOTU2283 WT.unt.4_80240	294		181532	88.40	294
New.CleanUp.ReferenceOTU2287 WT.unt.7_82662	235		157054	89.80	235
New.CleanUp.ReferenceOTU2292 WT.unt.3_67755	294		522863	89.50	294
New.CleanUp.ReferenceOTU2293 WT.unt.1_52787	294		529506	92.90	294
New.CleanUp.ReferenceOTU2299 WT.unt.2_62978	284		261016	94.00	284
New.CleanUp.ReferenceOTU2303 WT.unt.1_53899	294		183870	92.90	294
New.CleanUp.ReferenceOTU2312 WT.day3.14_22932	294		181532	88.80	294
New.CleanUp.ReferenceOTU2314 WT.day3.11_8474	244		183870	91.00	244
New.CleanUp.ReferenceOTU2316 WT.unt.7_89275	294		522863	92.20	294
New.CleanUp.ReferenceOTU2329 WT.unt.2_58499	262		529506	95.80	262
New.CleanUp.ReferenceOTU2330 WT.day3.11_8093	244		194286	93.00	244
New.CleanUp.ReferenceOTU2331 WT.unt.7_85214	294		151841	84.00	294
New.CleanUp.ReferenceOTU2333 WT.day3.15_28724	244		3882796	91.00	244
New.CleanUp.ReferenceOTU2336 WT.unt.3_67404	294		161571	82.30	294
New.CleanUp.ReferenceOTU2337 WT.unt.7_90396	294		192701	87.80	294
New.CleanUp.ReferenceOTU2339 WT.unt.1_51535	294		529506	93.50	294
New.CleanUp.ReferenceOTU2340 WT.unt.4_80462	271		522863	93.00	271
New.CleanUp.ReferenceOTU2342 WT.unt.1_47289	294		266421	93.20	294
New.CleanUp.ReferenceOTU2348 WT.unt.7_83681	235		4374847	91.50	235
New.CleanUp.ReferenceOTU2349 WT.day3.9_42936	244		183870	91.80	244
New.CleanUp.ReferenceOTU2351 WT.unt.4_75283	294		572010	85.00	294
New.CleanUp.ReferenceOTU2352 WT.unt.3_68758	294		267007	92.90	294
New.CleanUp.ReferenceOTU2359 WT.unt.7_84816	293		529506	95.60	293
New.CleanUp.ReferenceOTU2360 WT.unt.7_84810	264		522863	94.70	264
New.CleanUp.ReferenceOTU2361 WT.unt.3_70535	294		572010	90.50	294
New.CleanUp.ReferenceOTU2364 WT.day3.9_42022	244		183870	91.80	244
New.CleanUp.ReferenceOTU2365 WT.unt.3_68376	294		161571	90.50	294
New.CleanUp.ReferenceOTU2366 WT.unt.4_76000	270		529442	92.20	270
New.CleanUp.ReferenceOTU2367 WT.unt.4_75882	294		522549	87.10	294
New.CleanUp.ReferenceOTU2373 WT.unt.1_47591	294		303217	92.20	294
New.CleanUp.ReferenceOTU2374 WT.unt.3_71289	291		355162	93.80	291
New.CleanUp.ReferenceOTU2376 WT.unt.7_82564	294		182420	93.90	294
New.CleanUp.ReferenceOTU238 WT.unt.7_84909	294		529442	90.10	294
New.CleanUp.ReferenceOTU2383 WT.unt.7_83011	294		161571	89.50	294
New.CleanUp.ReferenceOTU2385 WT.unt.3_71136	293		185258	95.90	293
New.CleanUp.ReferenceOTU2386 WT.unt.4_76735	294		271544	94.90	294
New.CleanUp.ReferenceOTU2387 WT.day3.13_10695	244		161571	94.30	244
New.CleanUp.ReferenceOTU2390 WT.unt.4_77730	294		529506	94.90	294
New.CleanUp.ReferenceOTU2395 WT.unt.4_78178	294		529506	92.90	294
New.CleanUp.ReferenceOTU2397 WT.unt.4_76646	294		261016	97.30	294
New.CleanUp.ReferenceOTU2404 WT.unt.4_73858	294		113924	92.20	294
New.CleanUp.ReferenceOTU2408 WT.unt.2_62157	271		529442	91.90	271
New.CleanUp.ReferenceOTU2409 WT.unt.4_77516	252		173306	95.60	252
New.CleanUp.ReferenceOTU241 WT.unt.1_49963	294		516290	86.10	294
New.CleanUp.ReferenceOTU2410 WT.unt.3_68299	294		522549	90.10	294
New.CleanUp.ReferenceOTU2415 WT.unt.2_60264	292		310215	89.40	292
New.CleanUp.ReferenceOTU2416 WT.unt.3_65463	294		182893	88.80	294
New.CleanUp.ReferenceOTU242 WT.day3.11_3538	243		182893	94.70	243
New.CleanUp.ReferenceOTU2422 WT.unt.3_72590	294		161571	91.80	294
New.CleanUp.ReferenceOTU2423 WT.unt.1_46966	294		4296777	88.40	294
New.CleanUp.ReferenceOTU2430 WT.unt.3_72618	294		522549	91.50	294
New.CleanUp.ReferenceOTU2436 WT.unt.7_90607	281		163997	91.50	281
New.CleanUp.ReferenceOTU244 WT.unt.2_63403	285		306695	86.00	285
New.CleanUp.ReferenceOTU2440 WT.unt.7_90734	294		233435	92.20	294
New.CleanUp.ReferenceOTU2441 WT.unt.7_90731	294		522549	87.10	294
New.CleanUp.ReferenceOTU2444 WT.unt.1_47889	294		196984	90.10	294
New.CleanUp.ReferenceOTU2448 WT.unt.2_56626	294		233435	92.20	294
New.CleanUp.ReferenceOTU2449 WT.day3.14_20267	293		4438565	93.20	293
New.CleanUp.ReferenceOTU2456 WT.day3.14_25551	250		559954	92.40	250
New.CleanUp.ReferenceOTU2457 WT.unt.2_59989	228	No search results.
New.CleanUp.ReferenceOTU2460 WT.day3.15_34071	244		559954	95.10	244
New.CleanUp.ReferenceOTU2464 WT.unt.3_66109	294		182420	93.50	294
New.CleanUp.ReferenceOTU2467 WT.unt.3_66106	293		185258	96.20	293
New.CleanUp.ReferenceOTU2475 WT.unt.4_80498	294		522863	88.80	294
New.CleanUp.ReferenceOTU2476 WT.unt.3_68438	284		4466474	89.40	284
New.CleanUp.ReferenceOTU2481 WT.unt.2_57263	293		192222	91.80	293
New.CleanUp.ReferenceOTU2486 WT.unt.4_74413	294		192701	91.80	294
New.CleanUp.ReferenceOTU2488 WT.day3.14_21024	294		183870	87.40	294
New.CleanUp.ReferenceOTU2489 WT.day3.14_21025	291		196984	84.90	291
New.CleanUp.ReferenceOTU2493 WT.unt.2_57006	294		171617	88.80	294
New.CleanUp.ReferenceOTU2495 WT.day3.14_26420	260		267007	90.80	260
New.CleanUp.ReferenceOTU25 WT.unt.4_75146	294		3769033	91.80	294
New.CleanUp.ReferenceOTU2501 WT.unt.2_62896	294		192701	90.10	294
New.CleanUp.ReferenceOTU2503 WT.day3.14_25575	294		183870	89.10	294
New.CleanUp.ReferenceOTU2514 WT.unt.3_63717	294		171617	88.40	294
New.CleanUp.ReferenceOTU2523 WT.unt.7_89513	290		182893	88.30	290
New.CleanUp.ReferenceOTU2524 WT.unt.1_51812	294		522549	88.10	294
New.CleanUp.ReferenceOTU2526 WT.day3.11_2487	239		310215	81.60	239
New.CleanUp.ReferenceOTU2527 WT.day3.9_39203	244		183870	93.00	244
New.CleanUp.ReferenceOTU2529 WT.unt.2_58800	294		110660	92.90	294
New.CleanUp.ReferenceOTU254 WT.unt.7_82896	294		294998	87.10	294
New.CleanUp.ReferenceOTU263 WT.day3.9_44202	244		522549	89.30	244
New.CleanUp.ReferenceOTU265 WT.day3.9_36695	244		183870	92.60	244
New.CleanUp.ReferenceOTU27 WT.day3.9_38312	244		512191	95.10	244
New.CleanUp.ReferenceOTU275 WT.day3.9_37502	244		181532	91.00	244
New.CleanUp.ReferenceOTU276 WT.unt.2_59436	294		263546	97.60	294
New.CleanUp.ReferenceOTU285 WT.unt.1_46697	294		580168	92.20	294
New.CleanUp.ReferenceOTU290 WT.unt.1_45882	294		185258	88.10	294
New.CleanUp.ReferenceOTU291 WT.day3.14_23053	273		233435	98.90	273
New.CleanUp.ReferenceOTU296 WT.unt.2_61810	294		216888	93.90	294
New.CleanUp.ReferenceOTU297 WT.day3.11_436	244		816512	91.80	244
New.CleanUp.ReferenceOTU3 WT.day3.11_8138	244		194286	90.20	244
New.CleanUp.ReferenceOTU301 WT.unt.1_46500	294		306695	91.80	294
New.CleanUp.ReferenceOTU303 WT.unt.4_74608	241		271544	88.00	241
New.CleanUp.ReferenceOTU308 WT.unt.2_60780	294		161571	88.80	294
New.CleanUp.ReferenceOTU31 WT.unt.1_48594	293		512191	96.20	293
New.CleanUp.ReferenceOTU313 WT.unt.2_56461	294		182893	91.20	294
New.CleanUp.ReferenceOTU314 WT.unt.2_58898	294		196984	89.50	294
New.CleanUp.ReferenceOTU315 WT.unt.3_71898	294		522863	95.20	294
New.CleanUp.ReferenceOTU321 WT.unt.3_70074	294		233435	83.00	294
New.CleanUp.ReferenceOTU327 WT.unt.1_48752	294		306695	88.80	294
New.CleanUp.ReferenceOTU329 WT.unt.2_60561	293		192701	90.80	293
New.CleanUp.ReferenceOTU33 WT.unt.1_47616	294		351478	92.50	294
New.CleanUp.ReferenceOTU333 WT.day3.9_40036	244		522549	92.60	244
New.CleanUp.ReferenceOTU336 WT.unt.7_84590	294		309363	91.20	294
New.CleanUp.ReferenceOTU341 WT.day3.11_920	244		310215	91.80	244
New.CleanUp.ReferenceOTU343 WT.unt.3_63776	294		4439488	88.10	294
New.CleanUp.ReferenceOTU346 WT.unt.3_70857	294		267007	89.50	294
New.CleanUp.ReferenceOTU357 WT.unt.4_77973	294		529506	95.20	294
New.CleanUp.ReferenceOTU363 WT.day3.11_1265	244		529442	92.60	244
New.CleanUp.ReferenceOTU365 WT.unt.3_69499	294		278566	90.50	294
New.CleanUp.ReferenceOTU367 WT.unt.7_83761	294		289569	96.60	294
New.CleanUp.ReferenceOTU374 WT.unt.2_60215	294		161571	85.70	294
New.CleanUp.ReferenceOTU378 WT.unt.2_63097	294		306695	87.40	294
New.CleanUp.ReferenceOTU38 WT.unt.3_64500	294		330118	94.60	294
New.CleanUp.ReferenceOTU381 WT.unt.2_57814	294		522863	89.80	294
New.CleanUp.ReferenceOTU383 WT.unt.2_58048	294		529506	90.50	294
New.CleanUp.ReferenceOTU388 WT.unt.2_58941	293		185258	95.60	293
New.CleanUp.ReferenceOTU393 WT.unt.1_47635	294		263546	95.60	294
New.CleanUp.ReferenceOTU394 WT.day3.15_27066	244		183870	91.40	244
New.CleanUp.ReferenceOTU395 WT.unt.3_64388	294		161571	92.50	294
New.CleanUp.ReferenceOTU398 WT.unt.3_64703	294		196844	89.10	294
New.CleanUp.ReferenceOTU399 WT.unt.3_64976	294		183870	89.50	294
New.CleanUp.ReferenceOTU401 WT.unt.1_45674	294		176499	89.10	294
New.CleanUp.ReferenceOTU402 WT.unt.7_83012	294		341023	91.20	294
New.CleanUp.ReferenceOTU413 WT.unt.4_77182	294		267007	85.40	294
New.CleanUp.ReferenceOTU415 WT.unt.3_68176	292		306695	85.60	292
New.CleanUp.ReferenceOTU417 WT.day3.14_19145	294		144239	90.10	294
New.CleanUp.ReferenceOTU419 WT.unt.4_75121	294		234298	87.40	294
New.CleanUp.ReferenceOTU42 WT.unt.7_86555	263		516290	89.00	263
New.CleanUp.ReferenceOTU425 WT.unt.4_77566	294		161571	91.80	294
New.CleanUp.ReferenceOTU431 WT.unt.3_71079	294		110660	95.60	294
New.CleanUp.ReferenceOTU437 WT.unt.2_56071	294		182893	91.80	294
New.CleanUp.ReferenceOTU44 WT.day3.13_17835	243		183870	90.50	243
New.CleanUp.ReferenceOTU445 WT.unt.2_59395	294		159007	93.20	294
New.CleanUp.ReferenceOTU446 WT.unt.2_59397	294		159007	94.90	294
New.CleanUp.ReferenceOTU448 WT.unt.1_50450	283		194286	90.50	283
New.CleanUp.ReferenceOTU458 WT.unt.7_87718	294		161571	86.10	294
New.CleanUp.ReferenceOTU461 WT.unt.1_53501	294		148219	89.10	294
